"","Uniprot_accession","Uniprot_name","description","OrganismName","OrganismIdentifier","GeneName","ProteinExistence","SequenceVersion"
"234","D3YVL2","CFA70_MOUSE","Cilia- and flagella-associated protein 70","Mus musculus","10090","Cfap70","1","2"
"235","D3YWP0","EFMT3_MOUSE","EEF1A lysine methyltransferase 3","Mus musculus","10090","Eef1akmt3","3","1"
"236","D3YWQ0","DGKI_MOUSE","Diacylglycerol kinase iota","Mus musculus","10090","Dgki","1","1"
"237","D3YXG0","HMCN1_MOUSE","Hemicentin-1","Mus musculus","10090","Hmcn1","1","1"
"238","D3YXJ0","DGKH_MOUSE","Diacylglycerol kinase eta","Mus musculus","10090","Dgkh","1","2"
"239","D3YXK1","SAMD1_MOUSE","Sterile alpha motif domain-containing protein 1","Mus musculus","10090","Samd1","1","1"
"240","D3YXK2","SAFB1_MOUSE","Scaffold attachment factor B1","Mus musculus","10090","Safb","1","2"
"241","D3YYI7","RN217_MOUSE","E3 ubiquitin-protein ligase RNF217","Mus musculus","10090","Rnf217","1","2"
"242","D3YZU1","SHAN1_MOUSE","SH3 and multiple ankyrin repeat domains protein 1","Mus musculus","10090","Shank1","1","1"
"243","D3Z1Q2","MRAP2_MOUSE","Melanocortin-2 receptor accessory protein 2","Mus musculus","10090","Mrap2","1","2"
"244","D3Z291","CAHM1_MOUSE","Calcium homeostasis modulator protein 1","Mus musculus","10090","Calhm1","1","1"
"245","D3Z2R5","SELN_MOUSE","Selenoprotein N","Mus musculus","10090","Selenon","3","2"
"246","D3Z2X2","DNHD1_MOUSE","Dynein heavy chain domain-containing protein 1","Mus musculus","10090","Dnhd1","1","3"
"247","D3Z3K2","CIP1_MOUSE","E3 ubiquitin-protein ligase CCNB1IP1","Mus musculus","10090","Ccnb1ip1","1","1"
"248","D3Z4I3","RBM24_MOUSE","RNA-binding protein 24","Mus musculus","10090","Rbm24","1","1"
"249","D3Z5L6","S18B1_MOUSE","MFS-type transporter SLC18B1","Mus musculus","10090","Slc18b1","1","2"
"250","D3Z5S8","TET5A_MOUSE","Terminal nucleotidyltransferase 5A","Mus musculus","10090","Tent5a","1","2"
"251","D3Z6P0","PDIA2_MOUSE","Protein disulfide-isomerase A2","Mus musculus","10090","Pdia2","1","1"
"252","D3Z752","SPXN_MOUSE","Spexin","Mus musculus","10090","Spx","2","1"
"253","D3Z7P3","GLSK_MOUSE","Glutaminase kidney isoform, mitochondrial","Mus musculus","10090","Gls","1","1"
"254","D6MZJ6","NSMA5_MOUSE","Sphingomyelin phosphodiesterase 5","Mus musculus","10090","Smpd5","1","1"
"255","D7PDD4","G6B_MOUSE","Megakaryocyte and platelet inhibitory receptor G6b","Mus musculus","10090","Mpig6b","1","1"
"256","E0CZ16","KLHL3_MOUSE","Kelch-like protein 3","Mus musculus","10090","Klhl3","1","2"
"257","E1U8D0","SOGA1_MOUSE","Protein SOGA1","Mus musculus","10090","Soga1","1","3"
"258","E2JF22","PIEZ1_MOUSE","Piezo-type mechanosensitive ion channel component 1","Mus musculus","10090","Piezo1","1","1"
"259","E9PUL5","PRRT2_MOUSE","Proline-rich transmembrane protein 2","Mus musculus","10090","Prrt2","1","1"
"260","E9PUQ8","DGKD_MOUSE","Diacylglycerol kinase delta","Mus musculus","10090","Dgkd","1","1"
"261","E9PV24","FIBA_MOUSE","Fibrinogen alpha chain","Mus musculus","10090","Fga","1","1"
"262","E9PV87","TALD3_MOUSE","Protein TALPID3","Mus musculus","10090","Talpid3","1","1"
"263","E9PVA8","GCN1_MOUSE","eIF-2-alpha kinase activator GCN1","Mus musculus","10090","Gcn1","1","1"
"264","E9PVD1","CCD62_MOUSE","Coiled-coil domain-containing protein 62","Mus musculus","10090","Ccdc62","1","1"
"265","E9PVD3","PCD16_MOUSE","Protocadherin-16","Mus musculus","10090","Dchs1","1","1"
"266","E9PVX6","KI67_MOUSE","Proliferation marker protein Ki-67","Mus musculus","10090","Mki67","1","1"
"267","E9PX95","ABCAH_MOUSE","ATP-binding cassette sub-family A member 17","Mus musculus","10090","Abca17","1","1"
"268","E9PXF8","MTMRD_MOUSE","Myotubularin-related protein 13","Mus musculus","10090","Sbf2","1","1"
"269","E9PXX9","S28A1_MOUSE","Sodium/nucleoside cotransporter 1","Mus musculus","10090","Slc28a1","2","1"
"270","E9PY46","IF140_MOUSE","Intraflagellar transport protein 140 homolog","Mus musculus","10090","Ift140","1","1"
"271","E9PYH6","SET1A_MOUSE","Histone-lysine N-methyltransferase SETD1A","Mus musculus","10090","Setd1a","1","1"
"272","E9PYI1","ZN568_MOUSE","Zinc finger protein 568","Mus musculus","10090","Znf568","1","1"
"273","E9PYK3","PARP4_MOUSE","Protein mono-ADP-ribosyltransferase PARP4","Mus musculus","10090","Parp4","1","1"
"274","E9PYY5","DNAI4_MOUSE","Dynein axonemal intermediate chain 4","Mus musculus","10090","Dnai4","1","1"
"275","E9PZ19","TUTLB_MOUSE","Protein turtle homolog B","Mus musculus","10090","Igsf9b","1","1"
"276","E9PZ36","PKHD1_MOUSE","Fibrocystin","Mus musculus","10090","Pkhd1","1","1"
"277","E9PZJ8","ASCC3_MOUSE","Activating signal cointegrator 1 complex subunit 3","Mus musculus","10090","Ascc3","1","1"
"278","E9PZM4","CHD2_MOUSE","Chromodomain-helicase-DNA-binding protein 2","Mus musculus","10090","Chd2","1","1"
"279","E9PZQ0","RYR1_MOUSE","Ryanodine receptor 1","Mus musculus","10090","Ryr1","1","1"
"280","E9PZZ1","PRD13_MOUSE","PR domain zinc finger protein 13","Mus musculus","10090","Prdm13","2","1"
"281","E9Q0N2","PTPRH_MOUSE","Receptor-type tyrosine-protein phosphatase H","Mus musculus","10090","Ptprh","1","1"
"282","E9Q0S6","TENS1_MOUSE","Tensin-1","Mus musculus","10090","Tns1","1","1"
"283","E9Q236","MRP4_MOUSE","ATP-binding cassette sub-family C member 4","Mus musculus","10090","Abcc4","1","1"
"284","E9Q2M9","WDFY4_MOUSE","WD repeat- and FYVE domain-containing protein 4","Mus musculus","10090","Wdfy4","1","2"
"285","E9Q2Z1","CECR2_MOUSE","Chromatin remodeling regulator CECR2","Mus musculus","10090","Cecr2","1","1"
"286","E9Q394","AKP13_MOUSE","A-kinase anchor protein 13","Mus musculus","10090","Akap13","1","1"
"287","E9Q3E1","AL3B2_MOUSE","Aldehyde dehydrogenase family 3 member B2","Mus musculus","10090","Aldh3b2","1","1"
"288","E9Q3L2","PI4KA_MOUSE","Phosphatidylinositol 4-kinase alpha","Mus musculus","10090","Pi4ka","1","2"
"289","E9Q3M5","S4A5_MOUSE","Electrogenic sodium bicarbonate cotransporter 4","Mus musculus","10090","Slc4a5","1","1"
"290","E9Q3T6","PRD14_MOUSE","PR domain zinc finger protein 14","Mus musculus","10090","Prdm14","1","1"
"291","E9Q401","RYR2_MOUSE","Ryanodine receptor 2","Mus musculus","10090","Ryr2","1","1"
"292","E9Q414","APOB_MOUSE","Apolipoprotein B-100","Mus musculus","10090","Apob","1","1"
"293","E9Q4F7","ANR11_MOUSE","Ankyrin repeat domain-containing protein 11","Mus musculus","10090","Ankrd11","1","1"
"294","E9Q4N7","ARI1B_MOUSE","AT-rich interactive domain-containing protein 1B","Mus musculus","10090","Arid1b","1","2"
"295","E9Q4P1","WDFY1_MOUSE","WD repeat and FYVE domain-containing protein 1","Mus musculus","10090","Wdfy1","1","1"
"296","E9Q4S1","PDE8B_MOUSE","High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B","Mus musculus","10090","Pde8b","1","1"
"297","E9Q4Z2","ACACB_MOUSE","Acetyl-CoA carboxylase 2","Mus musculus","10090","Acacb","1","1"
"298","E9Q555","RN213_MOUSE","E3 ubiquitin-protein ligase RNF213","Mus musculus","10090","Rnf213","1","3"
"299","E9Q557","DESP_MOUSE","Desmoplakin","Mus musculus","10090","Dsp","1","1"
"300","E9Q5C9","NOLC1_MOUSE","Nucleolar and coiled-body phosphoprotein 1","Mus musculus","10090","Nolc1","1","1"
"301","E9Q5F9","SETD2_MOUSE","Histone-lysine N-methyltransferase SETD2","Mus musculus","10090","Setd2","1","1"
"302","E9Q5G3","KIF23_MOUSE","Kinesin-like protein KIF23","Mus musculus","10090","Kif23","1","1"
"303","E9Q5G7","OOG1_MOUSE","Oogenesin-1","Mus musculus","10090","Oog1","1","1"
"304","E9Q5K4","CP2CN_MOUSE","Cytochrome P450 2C44","Mus musculus","10090","Cyp2c23","1","1"
"305","E9Q5K9","YTDC1_MOUSE","YTH domain-containing protein 1","Mus musculus","10090","Ythdc1","1","2"
"306","E9Q5R7","NAL12_MOUSE","NACHT, LRR and PYD domains-containing protein 12","Mus musculus","10090","Nlrp12","1","1"
"307","E9Q612","PTPRO_MOUSE","Receptor-type tyrosine-protein phosphatase O","Mus musculus","10090","Ptpro","1","1"
"308","E9Q634","MYO1E_MOUSE","Unconventional myosin-Ie","Mus musculus","10090","Myo1e","1","1"
"309","E9Q649","GCNT4_MOUSE","Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4","Mus musculus","10090","Gcnt4","3","1"
"310","E9Q6W4","ZN296_MOUSE","Zinc finger protein 296","Mus musculus","10090","Znf296","1","1"
"311","E9Q784","ZC3HD_MOUSE","Zinc finger CCCH domain-containing protein 13","Mus musculus","10090","Zc3h13","1","1"
"312","E9Q7D5","ARHG5_MOUSE","Rho guanine nucleotide exchange factor 5","Mus musculus","10090","Arhgef5","1","1"
"313","E9Q7E2","ARID2_MOUSE","AT-rich interactive domain-containing protein 2","Mus musculus","10090","Arid2","1","1"
"314","E9Q7F2","RN169_MOUSE","E3 ubiquitin-protein ligase RNF169","Mus musculus","10090","Rnf169","1","1"
"315","E9Q7G0","NUMA1_MOUSE","Nuclear mitotic apparatus protein 1","Mus musculus","10090","Numa1","1","1"
"316","E9Q7R9","CFA43_MOUSE","Cilia- and flagella-associated protein 43","Mus musculus","10090","Cfap43","1","1"
"317","E9Q7X6","HEG1_MOUSE","Protein HEG homolog 1","Mus musculus","10090","Heg1","1","1"
"318","E9Q7X7","NRX2A_MOUSE","Neurexin-2","Mus musculus","10090","Nrxn2","1","1"
"319","E9Q816","CP2W1_MOUSE","Cytochrome P450 2W1","Mus musculus","10090","Cyp2w1","2","1"
"320","E9Q876","ABCAC_MOUSE","Glucosylceramide transporter ABCA12","Mus musculus","10090","Abca12","1","1"
"321","E9Q8I9","FRY_MOUSE","Protein furry homolog","Mus musculus","10090","Fry","1","1"
"322","E9Q8Q8","SACA6_MOUSE","Sperm acrosome membrane-associated protein 6","Mus musculus","10090","Spaca6","2","1"
"323","E9Q8T2","PRD15_MOUSE","PR domain zinc finger protein 15","Mus musculus","10090","Prdm15","1","1"
"324","E9Q8T7","DYH1_MOUSE","Dynein axonemal heavy chain 1","Mus musculus","10090","Dnah1","1","1"
"325","E9Q912","GDS1_MOUSE","Rap1 GTPase-GDP dissociation stimulator 1","Mus musculus","10090","Rap1gds1","2","1"
"326","E9Q956","MCMD2_MOUSE","Minichromosome maintenance domain-containing protein 2","Mus musculus","10090","Mcmdc2","2","1"
"327","E9Q9A9","OAS2_MOUSE","2'-5'-oligoadenylate synthase 2","Mus musculus","10090","Oas2","1","1"
"328","E9Q9D5","RBL2A_MOUSE","Rab-like protein 2A","Mus musculus","10090","Rabl2","1","1"
"329","E9Q9F6","CTSRD_MOUSE","Cation channel sperm-associated auxiliary subunit delta","Mus musculus","10090","Catsperd","1","1"
"330","E9Q9K5","TRDN_MOUSE","Triadin","Mus musculus","10090","Trdn","1","1"
"331","E9Q9M8","PWP2B_MOUSE","PWWP domain-containing protein 2B","Mus musculus","10090","Pwwp2b","1","1"
"332","E9Q9R9","DLG5_MOUSE","Disks large homolog 5","Mus musculus","10090","Dlg5","1","1"
"333","E9Q9U0","U17PB_MOUSE","Ubiquitin carboxyl-terminal hydrolase 17-like protein B","Mus musculus","10090","Usp17lb","1","1"
"334","E9Q9W4","S27A6_MOUSE","Long-chain fatty acid transport protein 6","Mus musculus","10090","Slc27a6","1","1"
"335","E9Q9W7","PDZD7_MOUSE","PDZ domain-containing protein 7","Mus musculus","10090","Pdzd7","1","2"
"336","E9QA28","CEA16_MOUSE","Carcinoembryonic antigen-related cell adhesion molecule 16","Mus musculus","10090","Ceacam16","1","1"
"337","E9QA62","LMOD3_MOUSE","Leiomodin-3","Mus musculus","10090","Lmod3","1","1"
"338","E9QAG8","ZN431_MOUSE","Zinc finger protein 431","Mus musculus","10090","Znf431","1","1"
"339","E9QAT4","SC16A_MOUSE","Protein transport protein Sec16A","Mus musculus","10090","Sec16a","1","1"
"340","E9QAU8","RN165_MOUSE","E3 ubiquitin-protein ligase RNF165","Mus musculus","10090","Rnf165","1","1"
"341","F2YMG0","PRS56_MOUSE","Serine protease 56","Mus musculus","10090","Prss56","2","1"
"342","F2Z472","SVS3A_MOUSE","Seminal vesicle secretory protein 3A","Mus musculus","10090","Svs3a","1","1"
"343","F6SEU4","SYGP1_MOUSE","Ras/Rap GTPase-activating protein SynGAP","Mus musculus","10090","Syngap1","1","2"
"344","F6TQD1","RN212_MOUSE","Probable E3 SUMO-protein ligase RNF212","Mus musculus","10090","Rnf212","1","3"
"345","F6VAN0","ATF6A_MOUSE","Cyclic AMP-dependent transcription factor ATF-6 alpha","Mus musculus","10090","Atf6","1","2"
"346","F6ZDS4","TPR_MOUSE","Nucleoprotein TPR","Mus musculus","10090","Tpr","1","1"
"347","F7BJB9","MORC3_MOUSE","MORC family CW-type zinc finger protein 3","Mus musculus","10090","Morc3","1","1"
"348","F7BWT7","TSN15_MOUSE","Tetraspanin-15","Mus musculus","10090","Tspan15","1","2"
"349","F8VPN2","TEX15_MOUSE","Testis-expressed protein 15","Mus musculus","10090","Tex15","1","1"
"350","F8VPQ2","ARI4A_MOUSE","AT-rich interactive domain-containing protein 4A","Mus musculus","10090","Arid4a","1","1"
"351","F8VPU2","FARP1_MOUSE","FERM, ARHGEF and pleckstrin domain-containing protein 1","Mus musculus","10090","Farp1","1","1"
"352","F8VPZ5","ERCC6_MOUSE","DNA excision repair protein ERCC-6","Mus musculus","10090","Ercc6","1","1"
"353","F8VQ03","ADAM3_MOUSE","A disintegrin and metallopeptidase domain 3","Mus musculus","10090","Adam3","1","1"
"354","F8VQB6","MYO10_MOUSE","Unconventional myosin-X","Mus musculus","10090","Myo10","1","1"
"355","F8VQN3","GPR31_MOUSE","12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor","Mus musculus","10090","Gpr31","3","1"
"356","G3UXB3","NKX11_MOUSE","NK1 transcription factor-related protein 1","Mus musculus","10090","Nkx1-1","2","2"
"357","G3UZ78","ADGB_MOUSE","Androglobin","Mus musculus","10090","Adgb","1","1"
"358","G3X912","SPRTN_MOUSE","DNA-dependent metalloprotease SPRTN","Mus musculus","10090","Sprtn","2","1"
"359","G3X939","SL9A3_MOUSE","Sodium/hydrogen exchanger 3","Mus musculus","10090","Slc9a3","1","1"
"360","G3X982","AOXC_MOUSE","Aldehyde oxidase 3","Mus musculus","10090","Aox3","1","1"
"361","G3X9J0","SI1L3_MOUSE","Signal-induced proliferation-associated 1-like protein 3","Mus musculus","10090","Sipa1l3","1","1"
"362","G3X9K3","BIG1_MOUSE","Brefeldin A-inhibited guanine nucleotide-exchange protein 1","Mus musculus","10090","Arfgef1","1","1"
"363","G3XA57","RFIP2_MOUSE","Rab11 family-interacting protein 2","Mus musculus","10090","Rab11fip2","1","1"
"364","G3XA59","LRC32_MOUSE","Transforming growth factor beta activator LRRC32","Mus musculus","10090","Lrrc32","1","1"
"365","G5E829","AT2B1_MOUSE","Plasma membrane calcium-transporting ATPase 1","Mus musculus","10090","Atp2b1","1","1"
"366","G5E870","TRIPC_MOUSE","E3 ubiquitin-protein ligase TRIP12","Mus musculus","10090","Trip12","1","1"
"367","G5E8I7","U17LC_MOUSE","Ubiquitin carboxyl-terminal hydrolase 17-like protein C","Mus musculus","10090","Usp17lc","1","1"
"368","G5E8K5","ANK3_MOUSE","Ankyrin-3","Mus musculus","10090","Ank3","1","1"
"369","G5E8P1","BRD1_MOUSE","Bromodomain-containing protein 1","Mus musculus","10090","Brd1","1","1"
"370","G5E8Q8","AGRF5_MOUSE","Adhesion G protein-coupled receptor F5","Mus musculus","10090","Adgrf5","1","1"
"371","G5E8Z2","TAF4B_MOUSE","Transcription initiation factor TFIID subunit 4B","Mus musculus","10090","Taf4b","1","2"
"372","I7HJS4","ZN683_MOUSE","Tissue-resident T-cell transcription regulator protein ZNF683","Mus musculus","10090","Znf683","2","1"
"373","J3KML8","GFY_MOUSE","Golgi-associated olfactory signaling regulator","Mus musculus","10090","Gfy","1","1"
"374","J3QMI4","CAHM3_MOUSE","Calcium homeostasis modulator protein 3","Mus musculus","10090","Calhm3","1","1"
"375","J3QMK6","AL3B3_MOUSE","Aldehyde dehydrogenase family 3 member B3","Mus musculus","10090","Aldh3b3","1","1"
"376","J3QMY9","TO6BL_MOUSE","Type 2 DNA topoisomerase 6 subunit B-like","Mus musculus","10090","Top6bl","1","2"
"377","J3S6Y1","TSEAR_MOUSE","Thrombospondin-type laminin G domain and EAR repeat-containing protein","Mus musculus","10090","Tspear","1","1"
"378","K7N6K2","TR34B_MOUSE","E3 ubiquitin-protein ligase TRIM34B","Mus musculus","10090","Trim34b","3","1"
"379","L0N7N1","KIF14_MOUSE","Kinesin-like protein KIF14","Mus musculus","10090","Kif14","1","1"
"380","L7N1X6","FBW15_MOUSE","F-box/WD repeat-containing protein 15","Mus musculus","10090","Fbxw15","1","1"
"381","M0QWB7","ASCL5_MOUSE","Achaete-scute homolog 5","Mus musculus","10090","Ascl5","1","1"
"382","O08523","TECTA_MOUSE","Alpha-tectorin","Mus musculus","10090","Tecta","1","2"
"383","O08528","HXK2_MOUSE","Hexokinase-2","Mus musculus","10090","Hk2","1","1"
"384","O08529","CAN2_MOUSE","Calpain-2 catalytic subunit","Mus musculus","10090","Capn2","1","4"
"385","O08530","S1PR1_MOUSE","Sphingosine 1-phosphate receptor 1","Mus musculus","10090","S1pr1","1","3"
"386","O08532","CA2D1_MOUSE","Voltage-dependent calcium channel subunit alpha-2/delta-1","Mus musculus","10090","Cacna2d1","1","1"
"387","O08537","ESR2_MOUSE","Estrogen receptor beta","Mus musculus","10090","Esr2","1","3"
"388","O08538","ANGP1_MOUSE","Angiopoietin-1","Mus musculus","10090","Angpt1","1","2"
"389","O08539","BIN1_MOUSE","Myc box-dependent-interacting protein 1","Mus musculus","10090","Bin1","1","1"
"390","O08543","EFNA5_MOUSE","Ephrin-A5","Mus musculus","10090","Efna5","1","1"
"391","O08545","EFNA3_MOUSE","Ephrin-A3","Mus musculus","10090","Efna3","1","4"
"392","O08547","SC22B_MOUSE","Vesicle-trafficking protein SEC22b","Mus musculus","10090","Sec22b","1","3"
"393","O08550","KMT2B_MOUSE","Histone-lysine N-methyltransferase 2B","Mus musculus","10090","Kmt2b","1","3"
"394","O08553","DPYL2_MOUSE","Dihydropyrimidinase-related protein 2","Mus musculus","10090","Dpysl2","1","2"
"395","O08573","LEG9_MOUSE","Galectin-9","Mus musculus","10090","Lgals9","1","1"
"396","O08574","MESP2_MOUSE","Mesoderm posterior protein 2","Mus musculus","10090","Mesp2","1","1"
"397","O08575","EYA2_MOUSE","Eyes absent homolog 2","Mus musculus","10090","Eya2","1","1"
"398","O08579","EMD_MOUSE","Emerin","Mus musculus","10090","Emd","1","1"
"399","O08580","ERR1_MOUSE","Steroid hormone receptor ERR1","Mus musculus","10090","Esrra","1","4"
"400","O08581","KCNK1_MOUSE","Potassium channel subfamily K member 1","Mus musculus","10090","Kcnk1","1","2"
"401","O08583","THOC4_MOUSE","THO complex subunit 4","Mus musculus","10090","Alyref","1","3"
"402","O08584","KLF6_MOUSE","Krueppel-like factor 6","Mus musculus","10090","Klf6","2","3"
"403","O08585","CLCA_MOUSE","Clathrin light chain A","Mus musculus","10090","Clta","1","2"
"404","O08586","PTEN_MOUSE","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN","Mus musculus","10090","Pten","1","1"
"405","O08599","STXB1_MOUSE","Syntaxin-binding protein 1","Mus musculus","10090","Stxbp1","1","2"
"406","O08600","NUCG_MOUSE","Endonuclease G, mitochondrial","Mus musculus","10090","Endog","1","1"
"407","O08601","MTP_MOUSE","Microsomal triglyceride transfer protein large subunit","Mus musculus","10090","Mttp","1","2"
"408","O08602","RAE1A_MOUSE","Retinoic acid early-inducible protein 1-alpha","Mus musculus","10090","Raet1a","1","1"
"409","O08603","RAE1B_MOUSE","Retinoic acid early-inducible protein 1-beta","Mus musculus","10090","Raet1b","1","1"
"410","O08604","RAE1C_MOUSE","Retinoic acid early-inducible protein 1-gamma","Mus musculus","10090","Raet1c","1","1"
"411","O08605","MKNK1_MOUSE","MAP kinase-interacting serine/threonine-protein kinase 1","Mus musculus","10090","Mknk1","1","2"
"412","O08608","OAZ2_MOUSE","Ornithine decarboxylase antizyme 2","Mus musculus","10090","Oaz2","1","2"
"413","O08609","MLX_MOUSE","Max-like protein X","Mus musculus","10090","Mlx","1","1"
"414","O08638","MYH11_MOUSE","Myosin-11","Mus musculus","10090","Myh11","1","1"
"415","O08644","EPHB6_MOUSE","Ephrin type-B receptor 6","Mus musculus","10090","Ephb6","2","4"
"416","O08648","M3K4_MOUSE","Mitogen-activated protein kinase kinase kinase 4","Mus musculus","10090","Map3k4","1","2"
"417","O08650","HYAS3_MOUSE","Hyaluronan synthase 3","Mus musculus","10090","Has3","1","2"
"418","O08663","MAP2_MOUSE","Methionine aminopeptidase 2","Mus musculus","10090","Metap2","1","1"
"419","O08665","SEM3A_MOUSE","Semaphorin-3A","Mus musculus","10090","Sema3a","1","2"
"420","O08674","RBPJL_MOUSE","Recombining binding protein suppressor of hairless-like protein","Mus musculus","10090","Rbpjl","1","1"
"421","O08675","PAR3_MOUSE","Proteinase-activated receptor 3","Mus musculus","10090","F2rl2","1","2"
"422","O08677","KNG1_MOUSE","Kininogen-1","Mus musculus","10090","Kng1","1","1"
"423","O08686","BARX2_MOUSE","Homeobox protein BarH-like 2","Mus musculus","10090","Barx2","2","2"
"424","O08689","GDF8_MOUSE","Growth/differentiation factor 8","Mus musculus","10090","Mstn","1","1"
"425","O08691","ARGI2_MOUSE","Arginase-2, mitochondrial","Mus musculus","10090","Arg2","1","1"
